"","x"
"2692",2.37282561381198
"2693",5.01379000419772
"2694",NA
"2695",2.17496580024659
"2696",NA
"2697",2.78921065733121
"2698",2.39080273722361
"2699",5.1451295987888
"2700",NA
"2701",2.39080273722361
"2702",3.38588357174178
"2703",NA
"2704",2.39080273722361
"2705",2.03279290282514
"2706",NA
"2707",2.39080273722361
"2708",3.52359090434695
"2709",7.35836840018286
"2710",4.14862028125679
"2711",NA
"2712",2.72514770303965
"2713",NA
"2714",1.73208865409529
"2715",NA
"2716",5.01379000419772
"2717",3.81176733677149
"2718",1.86846854602411
"2719",3.11228499783218
"2720",5.78062522053913
"2721",3.81176733677149
"2722",3.52359090434695
"2723",2.86994197578964
"2724",4.05178728885133
"2725",NA
"2726",2.81129440867122
"2727",3.52359090434695
"2728",NA
"2729",3.22385556675396
"2730",2.35071039962414
"2731",4.34476248636611
"2732",NA
"2733",6.32498990620058
"2734",3.52359090434695
"2735",1.96173685007665
"2736",4.5453500023277
"2737",4.34476248636611
"2738",5.27374693449528
"2739",NA
"2740",3.38588357174178
"2741",NA
"2742",1.27552937846908
"2743",4.34476248636611
"2744",NA
"2745",5.01379000419772
"2746",3.52359090434695
"2747",NA
"2748",2.03279290282514
"2749",3.95496718593536
"2750",NA
"2751",2.39080273722361
"2752",NA
"2753",5.01379000419772
"2754",2.72514770303965
"2755",2.81129440867122
"2756",NA
"2757",4.5453500023277
"2758",NA
"2759",NA
"2760",4.5453500023277
"2761",NA
"2762",4.5453500023277
"2763",1.96173685007665
"2764",NA
"2765",2.81129440867122
"2766",1.71059940710927
"2767",5.01379000419772
"2768",1.71059940710927
"2769",NA
"2770",4.34476248636611
"2771",4.34476248636611
"2772",4.10453453356485
"2773",4.34476248636611
"2774",3.38588357174178
"2775",NA
"2776",NA
"2777",3.38588357174178
"2778",5.1451295987888
"2779",2.62933648899007
"2780",5.64976756734226
"2781",5.1451295987888
"2782",2.37282561381198
"2783",1.96173685007665
"2784",1.40027376898199
"2785",4.34476248636611
"2786",3.38588357174178
"2787",NA
"2788",3.38588357174178
"2789",1.96173685007665
"2790",5.01379000419772
"2791",3.52359090434695
"2792",2.39080273722361
"2793",2.17496580024659
"2794",NA
"2795",NA
"2796",2.78921065733121
"2797",4.43778555012703
"2798",NA
"2799",3.38588357174178
"2800",2.37282561381198
"2801",3.11228499783218
"2802",2.03279290282514
"2803",NA
"2804",2.35071039962414
"2805",2.39080273722361
"2806",6.51291571294296
"2807",3.52359090434695
"2808",1.86846854602411
"2809",2.39080273722361
"2810",NA
"2811",3.38588357174178
"2812",3.95496718593536
"2813",3.38588357174178
"2814",NA
"2815",3.11228499783218
"2816",NA
"2817",5.1451295987888
"2818",3.22385556675396
"2819",3.64469307779471
"2820",NA
"2821",2.03279290282514
"2822",4.34476248636611
"2823",3.52359090434695
"2824",3.52359090434695
"2825",1.84952040034558
"2826",3.38588357174178
"2827",5.1451295987888
"2828",3.11228499783218
"2829",4.75368965800092
"2830",NA
"2831",NA
"2832",1.96173685007665
"2833",1.71059940710927
"2834",NA
"2835",6.32498990620058
"2836",NA
"2837",NA
"2838",NA
"2839",NA
"2840",4.05178728885133
"2841",NA
"2842",1.96173685007665
"2843",1.65067306219129
"2844",5.1451295987888
"2845",1.65067306219129
"2846",0.461910017414082
"2847",1.96173685007665
"2848",2.03279290282514
"2849",1.73208865409529
"2850",NA
"2851",3.38588357174178
"2852",3.8977784372086
"2853",2.89137191134788
"2854",3.38588357174178
"2855",NA
"2856",3.02815834755291
"2857",2.62933648899007
"2858",3.22385556675396
"2859",1.79233224033185
"2860",4.5686418365692
"2861",NA
"2862",NA
"2863",NA
"2864",NA
"2865",NA
"2866",NA
"2867",2.0746346038001
"2868",2.81129440867122
"2869",1.96173685007665
"2870",6.32498990620058
"2871",NA
"2872",3.03314488589561
"2873",1.84952040034558
"2874",NA
"2875",2.03279290282514
"2876",2.37282561381198
"2877",4.34476248636611
"2878",1.96173685007665
"2879",4.87694007520773
"2880",0.461910017414082
"2881",NA
"2882",2.17496580024659
"2883",2.72514770303965
"2884",3.18588424725944
"2885",4.05178728885133
"2886",NA
"2887",2.03279290282514
"2888",4.14862028125679
"2889",NA
"2890",2.78921065733121
"2891",NA
"2892",4.05178728885133
"2893",2.39080273722361
"2894",5.19141368304742
"2895",4.5453500023277
"2896",4.22797622318946
"2897",1.27552937846908
"2898",2.81129440867122
"2899",2.03279290282514
"2900",NA
"2901",NA
"2902",3.52359090434695
"2903",5.01379000419772
"2904",2.35071039962414
"2905",NA
"2906",4.34476248636611
"2907",NA
"2908",NA
"2909",3.52359090434695
"2910",2.81129440867122
"2911",5.1451295987888
"2912",3.38588357174178
"2913",5.1451295987888
"2914",NA
"2915",NA
"2916",NA
"2917",NA
"2918",3.52359090434695
"2919",NA
"2920",NA
"2921",3.18588424725944
"2922",NA
"2923",4.34476248636611
"2924",NA
"2925",2.39080273722361
"2926",7.18958297262526
"2927",3.38588357174178
"2928",3.52359090434695
"2929",NA
"2930",1.96173685007665
"2931",NA
"2932",5.1451295987888
"2933",3.8570408631848
"2934",2.17496580024659
"2935",1.84952040034558
"2936",2.39080273722361
"2937",2.03279290282514
"2938",4.05178728885133
"2939",3.11228499783218
"2940",4.10453453356485
"2941",NA
"2942",3.52359090434695
"2943",1.86846854602411
"2944",5.27374693449528
"2945",2.81129440867122
"2946",7.35836840018286
"2947",3.95496718593536
"2948",3.52359090434695
"2949",3.52359090434695
"2950",5.52097357448124
"2951",NA
"2952",2.62933648899007
"2953",6.1199124963953
"2954",3.95496718593536
"2955",3.95496718593536
"2956",2.03279290282514
"2957",4.87694007520773
"2958",5.78062522053913
"2959",3.38588357174178
"2960",NA
"2961",NA
"2962",6.32498990620058
"2963",NA
"2964",3.38588357174178
"2965",NA
"2966",1.71059940710927
"2967",2.03279290282514
"2968",2.03279290282514
"2969",NA
"2970",2.39080273722361
"2971",4.05178728885133
"2972",NA
"2973",3.52359090434695
"2974",NA
"2975",3.64469307779471
"2976",2.17496580024659
"2977",3.38588357174178
"2978",3.95496718593536
"2979",3.52359090434695
"2980",2.81129440867122
"2981",3.18588424725944
"2982",2.70431845997292
"2983",4.24622294180338
"2984",3.38588357174178
"2985",4.10453453356485
"2986",4.87694007520773
"2987",2.39080273722361
"2988",3.03907767919904
"2989",NA
"2990",2.39080273722361
"2991",2.39080273722361
"2992",2.1659354347993
"2993",2.39080273722361
"2994",3.64469307779471
"2995",NA
"2996",2.03279290282514
"2997",2.81129440867122
"2998",NA
"2999",NA
"3000",NA
"3001",4.34476248636611
"3002",1.96173685007665
"3003",5.01379000419772
"3004",NA
"3005",2.17496580024659
"3006",NA
"3007",3.64469307779471
"3008",6.51291571294296
"3009",3.52359090434695
"3010",1.96173685007665
"3011",3.26032591748595
"3012",NA
"3013",NA
"3014",3.18588424725944
"3015",2.39080273722361
"3016",3.03907767919904
"3017",3.38588357174178
"3018",1.84952040034558
"3019",NA
"3020",2.03279290282514
"3021",2.39080273722361
"3022",2.70431845997292
"3023",NA
"3024",4.53989598163296
"3025",NA
"3026",4.73050424454207
"3027",2.03279290282514
"3028",4.05178728885133
"3029",1.00261086183173
"3030",2.03279290282514
"3031",3.02815834755291
"3032",4.43778555012703
"3033",1.00261086183173
"3034",NA
"3035",1.65067306219129
"3036",1.96173685007665
"3037",2.17496580024659
"3038",3.38588357174178
"3039",NA
"3040",2.39080273722361
"3041",2.17496580024659
"3042",3.52359090434695
"3043",NA
"3044",4.53989598163296
"3045",2.03279290282514
"3046",2.70431845997292
"3047",2.03279290282514
"3048",2.39080273722361
"3049",NA
"3050",2.89137191134788
"3051",3.02815834755291
"3052",4.34476248636611
"3053",4.14862028125679
"3054",3.02815834755291
"3055",1.96173685007665
"3056",NA
"3057",0.194560933275202
"3058",NA
"3059",4.05178728885133
"3060",5.1451295987888
"3061",4.43778555012703
"3062",4.53989598163296
"3063",1.96173685007665
"3064",NA
"3065",0.864712012902013
"3066",2.72514770303965
"3067",5.78062522053913
"3068",NA
"3069",NA
"3070",3.64469307779471
"3071",5.1451295987888
"3072",4.05178728885133
"3073",5.78062522053913
"3074",5.91389846143531
"3075",4.05178728885133
"3076",2.39080273722361
"3077",2.37282561381198
"3078",NA
"3079",NA
"3080",NA
"3081",3.64469307779471
"3082",NA
"3083",4.87694007520773
"3084",3.52359090434695
"3085",3.95496718593536
"3086",2.72514770303965
"3087",2.81129440867122
"3088",NA
"3089",3.38588357174178
"3090",NA
"3091",5.1451295987888
"3092",2.17496580024659
"3093",5.64976756734226
"3094",1.96173685007665
"3095",2.72514770303965
"3096",2.81129440867122
"3097",2.81129440867122
"3098",NA
"3099",NA
"3100",3.38588357174178
"3101",2.17496580024659
"3102",3.38588357174178
"3103",7.52949738480663
"3104",3.52359090434695
"3105",3.52359090434695
"3106",4.10453453356485
"3107",3.52359090434695
"3108",NA
"3109",3.64469307779471
"3110",4.05178728885133
"3111",NA
"3112",2.81129440867122
"3113",3.22385556675396
"3114",3.38588357174178
"3115",4.10453453356485
"3116",4.34476248636611
"3117",3.64469307779471
"3118",5.78062522053913
"3119",NA
"3120",NA
"3121",1.96173685007665
"3122",NA
"3123",NA
"3124",1.73208865409529
"3125",5.19141368304742
"3126",NA
"3127",2.44630399033064
"3128",3.22385556675396
"3129",NA
"3130",5.78062522053913
"3131",2.81129440867122
"3132",0.938957400421286
"3133",2.72514770303965
"3134",3.95496718593536
"3135",4.14862028125679
"3136",NA
"3137",3.38588357174178
"3138",4.14862028125679
"3139",3.95496718593536
"3140",4.10453453356485
"3141",2.49473686984532
"3142",NA
"3143",NA
"3144",NA
"3145",2.39080273722361
"3146",3.18588424725944
"3147",NA
"3148",NA
"3149",2.72514770303965
"3150",4.87694007520773
"3151",3.81176733677149
"3152",NA
"3153",NA
"3154",NA
"3155",NA
"3156",NA
"3157",NA
"3158",4.34476248636611
"3159",4.73050424454207
"3160",NA
"3161",1.51019085369346
"3162",4.75368965800092
"3163",1.71059940710927
"3164",2.81129440867122
"3165",NA
"3166",5.01379000419772
"3167",1.86846854602411
"3168",NA
"3169",NA
"3170",NA
"3171",NA
"3172",4.34476248636611
"3173",3.52359090434695
"3174",2.81129440867122
"3175",NA
"3176",2.39080273722361
"3177",NA
"3178",NA
"3179",2.72514770303965
"3180",2.37282561381198
"3181",3.38588357174178
"3182",7.35836840018286
"3183",2.03279290282514
"3184",4.05178728885133
"3185",4.53989598163296
"3186",5.01379000419772
"3187",2.39080273722361
"3188",2.39080273722361
"3189",3.52359090434695
"3190",3.8570408631848
"3191",3.8570408631848
"3192",3.64469307779471
"3193",2.03279290282514
"3194",NA
"3195",2.72514770303965
"3196",NA
"3197",2.1659354347993
"3198",NA
"3199",4.53989598163296
"3200",7.02230854014306
"3201",3.11228499783218
"3202",2.03279290282514
"3203",NA
"3204",NA
"3205",1.71059940710927
"3206",1.96173685007665
"3207",2.17496580024659
"3208",5.01379000419772
"3209",3.38588357174178
"3210",2.72514770303965
"3211",NA
"3212",NA
"3213",NA
"3214",NA
"3215",2.39080273722361
"3216",NA
"3217",NA
"3218",2.39080273722361
"3219",NA
"3220",1.43037319649212
"3221",5.01379000419772
"3222",2.62933648899007
"3223",1.96173685007665
"3224",4.38326506195928
"3225",3.38588357174178
"3226",NA
"3227",3.38588357174178
"3228",2.17496580024659
"3229",NA
"3230",1.27552937846908
"3231",4.87694007520773
"3232",3.95496718593536
"3233",6.32498990620058
"3234",4.05178728885133
"3235",3.52359090434695
"3236",4.5453500023277
"3237",NA
"3238",NA
"3239",NA
"3240",2.03279290282514
"3241",1.84952040034558
"3242",1.84952040034558
"3243",2.39080273722361
"3244",5.14072079410186
"3245",3.81176733677149
"3246",NA
"3247",NA
"3248",NA
"3249",4.14862028125679
"3250",NA
"3251",5.01379000419772
"3252",4.64412223321429
"3253",4.34476248636611
"3254",NA
"3255",2.03279290282514
"3256",4.14862028125679
"3257",3.64469307779471
"3258",2.89137191134788
"3259",1.43037319649212
"3260",3.64469307779471
"3261",3.64469307779471
"3262",3.95496718593536
"3263",3.26032591748595
"3264",NA
"3265",5.01379000419772
"3266",3.38588357174178
"3267",1.86846854602411
"3268",2.03279290282514
"3269",7.35836840018286
"3270",1.40027376898199
"3271",4.34476248636611
"3272",5.1451295987888
"3273",NA
"3274",NA
"3275",1.86846854602411
"3276",3.38588357174178
"3277",4.34476248636611
"3278",3.8570408631848
"3279",5.78062522053913
"3280",NA
"3281",4.53989598163296
"3282",2.39080273722361
"3283",NA
"3284",3.52359090434695
"3285",4.34476248636611
"3286",4.05178728885133
"3287",NA
"3288",4.05178728885133
"3289",1.00261086183173
"3290",2.37282561381198
"3291",1.58872502378771
"3292",3.95496718593536
"3293",2.03279290282514
"3294",1.96173685007665
"3295",NA
"3296",2.37282561381198
"3297",5.01379000419772
"3298",2.39080273722361
"3299",2.39080273722361
"3300",NA
"3301",2.89137191134788
"3302",2.72514770303965
"3303",4.34476248636611
"3304",3.8570408631848
"3305",2.17496580024659
"3306",2.89137191134788
"3307",NA
"3308",NA
"3309",NA
"3310",2.33468752160036
"3311",2.35071039962414
"3312",2.17496580024659
"3313",1.86846854602411
"3314",3.18588424725944
"3315",NA
"3316",2.39080273722361
"3317",2.17496580024659
"3318",2.03279290282514
"3319",5.19141368304742
"3320",1.86846854602411
"3321",NA
"3322",NA
"3323",5.01379000419772
"3324",3.38588357174178
"3325",4.14862028125679
"3326",6.32498990620058
"3327",5.01379000419772
"3328",NA
"3329",NA
"3330",2.22469085717327
"3331",3.52359090434695
"3332",5.52097357448124
"3333",3.52359090434695
"3334",2.39080273722361
"3335",3.95496718593536
